UniqueCount	AmbigCount
345	0
236	0
2	28
114	0
0	0
1	23
1	0
9	0
2	0
0	4
0	290
13	18
0	7
39	0
3	1
12	362
1	362
0	43
943	158
0	3
0	0
5	0
319	0
488	0
4	0
0	5
6	0
61	11
17	0
7	10
0	7
0	21
103	38
1327	0
2	19
1	0
2	10
133	0
0	0
0	0
16	0
0	0
0	0
0	0
0	4
54	161
0	3
0	0
0	0
0	88
0	0
0	1
0	1
0	0
0	0
6	13
0	5
0	0
0	0
1	0
0	0
35	0
1	4
1	0
0	0
2	0
4	0
0	0
0	0
165	0
0	0
0	0
6	0
4	6
2	0
0	0
0	1
0	42
0	0
0	0
0	0
0	0
10	2
0	0
0	3
0	0
37	0
9434	0
370	0
3	0
3	0
66	0
873	48
0	100
0	17
5	0
2	0
359	0
0	0
12	945
0	0
558	0
8	0
86	52
894	0
0	0
0	0
0	0
4	31
74	20
0	0
3229	0
0	0
0	0
1	0
0	6
1	14
0	0
0	0
0	0
0	4
0	0
0	0
0	0
0	0
26	55
0	0
1	88
3	3
0	5
69	0
1	0
11	0
1	0
4	0
967	0
153	0
1	0
1	13
0	4
44	0
4	0
0	0
0	0
0	0
0	1
63	0
0	2
0	2
2	0
2	2
24	0
5	0
0	0
0	0
0	83
5	0
0	0
0	0
0	0
2	0
5	14
1	96
32	66
6	1
1421	0
0	136
0	0
0	0
3	11
0	0
0	0
0	0
10	94
0	6
0	40
191	0
9	0
1	0
3	8
0	268
0	0
1	0
0	0
8	1
59	0
0	0
0	0
0	0
0	72
16	26
0	17
16	0
0	0
2	0
0	0
0	19
3	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
4	4
25	2
0	0
0	4
0	2
0	0
0	277
2	176
10	611
0	49
0	0
0	0
129	20
53	0
269	0
40	0
0	0
35	0
0	6
0	49
0	0
0	70
21	0
10	0
3	0
32	0
44	632
0	0
0	0
0	0
3	2
0	15
3	0
1	18
0	0
0	0
6	0
50	0
14	1
0	1
4	0
733	296
127	0
5	4
94	0
0	0
0	0
42	137
0	0
0	0
7	35
94	85
804	0
17	0
0	0
0	0
42	113
2	12
53	0
0	0
10	0
0	0
0	11
0	10
79	0
0	5653
15	465
2	3
3	0
221	52
3	6
6	11
0	9
0	0
0	0
1	27
1302	0
11	0
0	0
0	5
14	1306
0	3
1	0
0	2
1	0
5	0
154	0
0	0
213	456
15	0
35	0
15	0
0	4
272	4
1	16
0	0
10	0
0	0
1	2
1	15
0	15
0	15
0	15
106	161
0	3
358	786
366	251
851	0
0	0
13	0
0	362
24	1
3	0
0	9
112	0
427	0
13	0
0	0
0	0
0	0
4	7
423	1
194	0
221	0
443	0
3	2
0	4
0	0
0	0
11	24
0	93
2	8
0	0
0	0
37	0
0	529
0	0
0	26
34	0
241	0
37	0
0	0
29	0
21	713
0	20
31	228
1	22
2	6
7	2
11	0
0	0
0	0
0	0
0	1
0	0
2	0
0	0
4	284
21	30
75	107
3	6
5	0
0	16
31	0
4	7
8	0
0	0
0	19
1	9
12	72
20	9
0	0
72	15
0	0
3	0
14	0
0	1
0	235
8	0
11	0
0	1
25	0
251	0
0	0
0	99
0	245
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
25	32
8	56
0	0
3	0
0	0
4	0
2	4
21	3
4	0
101	0
0	3
171	0
2	33
12	0
1	0
162	33
5	1492
0	0
0	24
0	0
0	0
40	4
0	0
8	7
247	527
0	14
25	0
394	31
165	0
2	0
0	51
3	0
0	34
169	0
307	284
5	0
51	0
1	0
7	0
7	34
18	0
0	0
0	0
18	0
18	0
0	0
1	38
0	10075
5	0
14	86
122	2
0	10075
8	0
0	32
12	0
0	3
8	0
5	19
392	0
0	0
4	0
0	95
217	0
5	44
2	128
0	0
0	10
0	0
0	7
0	0
4	3
0	13
0	0
5	9
0	13
71	0
0	0
33	0
0	2
13	304
0	0
0	0
19	0
30	49
0	0
33	0
0	0
0	0
