UniqueCount	AmbigCount
38	0
22	0
0	0
8	0
0	0
0	15
0	0
5	0
0	0
0	0
0	0
0	2
0	0
3	0
0	1
0	9
0	9
0	2
26	5
0	0
0	0
0	0
18	0
0	0
0	0
0	0
2	0
0	0
2	0
3	0
0	0
0	0
5	2
110	0
0	0
0	0
0	0
15	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	21
0	0
0	0
0	0
0	0
0	0
0	0
0	0
4	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	0
1	0
0	0
0	0
0	0
0	0
0	0
2	0
6	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
1	0
0	0
0	0
0	0
2	0
2527	0
360	0
0	0
0	0
12	0
403	23
0	9
0	1
2	0
0	0
17	0
0	0
0	264
0	0
164	0
0	0
0	0
83	0
0	0
0	0
0	0
0	0
5	0
0	0
728	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	7
0	0
0	0
5	0
0	0
0	0
0	0
0	0
83	0
6	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	6
2	0
0	0
0	0
11	0
0	0
0	0
1	2
3	1
0	0
4494	0
0	114
0	0
0	0
0	2
0	0
0	0
0	0
407	142
0	0
0	1
5	0
0	0
0	0
0	0
0	19
0	0
0	0
0	0
1	0
18	0
0	0
0	0
0	0
0	3
0	0
0	0
0	0
0	0
0	0
0	0
0	4
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
50	0
0	2
0	0
0	0
0	0
0	23
0	9
0	38
0	9
0	0
0	0
42	4
3	0
60	0
0	0
0	0
3	0
0	0
0	9
0	0
0	9
0	0
0	0
0	0
3	0
17	149
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
1	0
2	0
0	0
0	0
0	0
53	38
0	0
0	0
0	0
0	0
0	0
0	13
0	0
0	0
0	8
1	2
362	0
0	0
0	0
0	0
2	15
0	0
9	0
0	0
0	0
13	6
0	0
0	1
8	0
0	818
1	223
0	0
0	0
2	0
0	0
0	1
0	0
0	0
0	0
0	0
12	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	0
0	0
23	80
0	0
1	0
0	0
0	0
101	0
2	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
17	21
0	0
144	370
747	2517
1137	0
0	0
3	0
0	9
1	0
0	0
0	0
1	0
23	0
2	0
0	0
0	0
0	0
0	1
15	0
0	0
25	0
2	0
126	205
0	0
0	0
0	0
0	2
0	8
0	1
0	0
0	0
11	0
1	1156
0	0
0	2
1	0
23	0
3	0
0	0
0	0
2	226
0	24
0	4
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	56
1	6
3	6
0	2
0	0
0	0
4	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
1	1
0	0
0	0
0	0
0	0
0	10
0	0
0	0
0	0
0	0
10	0
0	0
0	40
0	3
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	3
0	0
0	0
1	0
0	0
0	0
0	0
4	0
0	0
24	0
0	0
19	0
0	0
0	0
0	0
138	2
0	1
0	0
0	2
0	0
0	0
22	0
0	0
0	0
0	0
0	1
3	0
404	66
20	0
0	0
0	0
0	0
0	48
32	0
19	15
0	0
0	0
0	0
