Stage,BeakerID,MatePair,Treatment,PhotoID,SampleID,AL1_mm,AL2_mm,BL_mm,stomach_mm,,,,,,,,,,,,,,,,,
Pluteus,B_B12,3,1000ppb,B_plut_b12-0010,9,0.252,0.266,0.22,0.002,,,,,,,,,,,,,,,,,
Pluteus,B_B12,3,1000ppb,B_plut_b12-0013,12,,,,0.004,,,,,,,,,,,,,,,,,
Pluteus,B_B12,3,1000ppb,B_plut_b12-0018,16,0.3,0.292,0.241,0.004,,,,,,,,,,,,,,,,,
Pluteus,B_B12,3,1000ppb,B_plut_b12-0028,26,0.288,0.292,0.243,0.004,,,,,,,,,,,,,,,,,
Pluteus,B_B12,3,1000ppb,B_plut_b12-0030,28,0.266,0.25,0.228,0.003,,,,,,,,,,,,,,,,,
Pluteus,B_B12,3,1000ppb,B_plut_b12-0034,32,0.295,0.299,0.24,0.004,,,,,,,,,,,,,,,,,
Pluteus,B_B12,3,1000ppb,B_plut_b12-0035,33,0.272,0.252,0.216,0.004,,,,,,,,,,,,,,,,,
Pluteus,B_B12,3,1000ppb,B_plut_b12-0037,36,0.306,0.312,0.307,0.004,,,,,,,,,,,,,,,,,
Pluteus,B_B12,3,1000ppb,B_plut_b12-0038,37,,,,0.005,,,,,,,,,,,,,,,,,
Pluteus,B_B12,3,1000ppb,B_plut_b12-0040,39,0.325,0.31,0.247,0.002,,,,,,,,,,,,,,,,,
Pluteus,B_B12,3,1000ppb,B_plut_b12-0044,43,0.286,0.291,0.238,0.005,,,,,,,,,,,,,,,,,
Pluteus,B_B12,3,1000ppb,B_plut_b12-0045,44,0.309,0.3,0.238,0.004,,,,,,,,,,,,,,,,,
Pluteus,B_B12,3,1000ppb,B_plut_b12-0046,45,0.29,0.3,0.232,0.003,,,,,,,,,,,,,,,,,
Pluteus,B_B12,3,1000ppb,B_plut_b12-0049,48,,,,0.003,,,,,,,,,,,,,,,,,
Pluteus,B_B12,3,1000ppb,B_plut_b12-0052,51,0.292,0.283,0.23,0.006,,,,,,,,,,,,,,,,,
Pluteus,B_B12,3,1000ppb,B_plut_b12-0053,52,0.317,0.311,0.245,0.004,,,,,,,,,,,,,,,,,
Pluteus,B_B12,3,1000ppb,B_plut_b12-0057,56,0.284,0.289,0.229,0.004,,,,,,,,,,,,,,,,,
Pluteus,B_B12,3,1000ppb,B_plut_b12-0062,61,0.267,0.26,0.216,0.004,,,,,,,,,,,,,,,,,
Pluteus,B_B12,3,1000ppb,B_plut_b12-0067,66,0.29,0.28,0.235,0.002,,,,,,,,,,,,,,,,,
Pluteus,B_B12,3,1000ppb,B_plut_b12-0068,67,0.311,0.301,0.246,0.004,,,,,,,,,,,,,,,,,
Pluteus,B_B12,3,1000ppb,B_plut_b12-0069,68,0.296,,0.242,0.004,,,,,,,,,,,,,,,,,
Pluteus,B_B12,3,1000ppb,B_plut_b12-0071,70,0.287,0.295,0.243,0.004,,,,,,,,,,,,,,,,,
Pluteus,B_B12,3,1000ppb,B_plut_b12-0072,71,0.314,0.303,0.26,0.004,,,,,,,,,,,,,,,,,
Pluteus,B_B13,4,Control,B_plut_b13-0003,2,0.298,0.302,0.245,0.005,,,,,,,,,,,,,,,,,
Pluteus,B_B13,4,Control,B_plut_b13-0006,5,0.306,0.266,0.244,0.004,,,,,,,,,,,,,,,,,
Pluteus,B_B13,4,Control,B_plut_b13-0007,6,,,,0.005,,,,,,,,,,,,,,,,,
Pluteus,B_B13,4,Control,B_plut_b13-0008,7,0.276,0.278,0.249,0.003,,,,,,,,,,,,,,,,,
Pluteus,B_B13,4,Control,B_plut_b13-0009,8,0.306,0.293,0.241,0.004,,,,,,,,,,,,,,,,,
Pluteus,B_B13,4,Control,B_plut_b13-0016,15,0.309,0.294,0.252,0.005,,,,,,,,,,,,,,,,,
Pluteus,B_B13,4,Control,B_plut_b13-0017,16,0.25,0.272,0.222,0.002,,,,,,,,,,,,,,,,,
Pluteus,B_B13,4,Control,B_plut_b13-0023,22,0.334,0.324,0.271,0.005,,,,,,,,,,,,,,,,,
Pluteus,B_B13,4,Control,B_plut_b13-0025,24,0.327,0.324,0.268,0.005,,,,,,,,,,,,,,,,,
Pluteus,B_B13,4,Control,B_plut_b13-0027,25,0.248,0.25,0.207,0.003,,,,,,,,,,,,,,,,,
Pluteus,B_B13,4,Control,B_plut_b13-0035,33,0.262,0.27,0.232,0.001,,,,,,,,,,,,,,,,,
Pluteus,B_B13,4,Control,B_plut_b13-0039,36,0.296,0.292,0.262,0.004,,,,,,,,,,,,,,,,,
Pluteus,B_B13,4,Control,B_plut_b13-0040,37,0.299,0.294,0.259,0.004,there's a skipped pluteus here,,,,,,,,,,,,,,,,
Pluteus,B_B13,4,Control,B_plut_b13-0044,40,0.263,0.274,0.236,0.001,,,,,,,,,,,,,,,,,
Pluteus,B_B13,4,Control,B_plut_b13-0045,41,0.276,0.283,0.256,0.005,,,,,,,,,,,,,,,,,
Pluteus,B_B13,4,Control,B_plut_b13-0047,43,0.288,0.299,0.263,0.004,,,,,,,,,,,,,,,,,
Pluteus,B_B13,4,Control,B_plut_b13-0050,46,0.305,0.305,0.258,0.004,,,,,,,,,,,,,,,,,
Pluteus,B_B13,4,Control,B_plut_b13-0051,47,0.293,0.272,0.241,0.003,,,,,,,,,,,,,,,,,
Pluteus,B_B13,4,Control,B_plut_b13-0052,48,,,,0.004,,,,,,,,,,,,,,,,,
Pluteus,B_B13,4,Control,B_plut_b13-0053,49,0.275,0.265,0.226,0.003,,,,,,,,,,,,,,,,,
Pluteus,B_B13,4,Control,B_plut_b13-0054,50,0.269,0.271,0.234,0.003,,,,,,,,,,,,,,,,,
Pluteus,B_B13,4,Control,B_plut_b13-0056,53,,,,0.003,,,,,,,,,,,,,,,,,
Pluteus,B_B13,4,Control,B_plut_b13-0057,54,,,,0.004,,,,,,,,,,,,,,,,,
Pluteus,B_B13,4,Control,B_plut_b13-0059,56,0.267,0.26,0.212,0.004,,,,,,,,,,,,,,,,,
Pluteus,B_B15,4,500ppb,B_plut_b15-0002,1,0.285,0.292,0.24,0.001,,,,,,,,,,,,,,,,,
Pluteus,B_B15,4,500ppb,B_plut_b15-0008,6,0.295,0.247,0.208,0.003,,,,,,,,,,,,,,,,,
Pluteus,B_B15,4,500ppb,B_plut_b15-0010,8,0.266,0.262,0.232,0.003,,,,,,,,,,,,,,,,,
Pluteus,B_B15,4,500ppb,B_plut_b15-0014,12,0.274,0.27,0.235,0.002,,,,,,,,,,,,,,,,,
Pluteus,B_B15,4,500ppb,B_plut_b15-0021,19,0.285,0.276,0.237,0.004,,,,,,,,,,,,,,,,,
Pluteus,B_B15,4,500ppb,B_plut_b15-0028,24,0.283,0.287,0.247,0.004,,,,,,,,,,,,,,,,,
Pluteus,B_B15,4,500ppb,B_plut_b15-0032,28,0.188,0.193,0.171,0.001,,,,,,,,,,,,,,,,,
Pluteus,B_B15,4,500ppb,B_plut_b15-0037,33,0.229,,0.195,0.002,,,,,,,,,,,,,,,,,
Pluteus,B_B15,4,500ppb,B_plut_b15-0042,39,0.278,0.268,0.223,0.002,,,,,,,,,,,,,,,,,
Pluteus,B_B15,4,500ppb,B_plut_b15-0056,52,,,,0.001,,,,,,,,,,,,,,,,,
Pluteus,B_B15,4,500ppb,B_plut_b15-0059,55,0.239,0.261,0.209,0.003,,,,,,,,,,,,,,,,,
Pluteus,B_B15,4,500ppb,B_plut_b15-0061,57,0.279,0.273,0.241,0.003,,,,,,,,,,,,,,,,,
Pluteus,B_B15,4,500ppb,B_plut_b15-0062,58,0.276,0.281,0.233,0.005,,,,,,,,,,,,,,,,,
Pluteus,B_B15,4,500ppb,B_plut_b15-0074,68,0.28,0.291,0.237,0.004,,,,,,,,,,,,,,,,,
Pluteus,B_B15,4,500ppb,B_plut_b15-0076,70,0.303,0.298,0.255,0.003,,,,,,,,,,,,,,,,,
Pluteus,B_B16,4,1000ppb,B_plut_b16-0009,8,0.27,0.265,0.243,0.003,,,,,,,,,,,,,,,,,
Pluteus,B_B16,4,1000ppb,B_plut_b16-0011,10,0.302,0.301,0.253,0.004,,,,,,,,,,,,,,,,,
Pluteus,B_B16,4,1000ppb,B_plut_b16-0017,16,0.275,0.265,0.244,0.003,,,,,,,,,,,,,,,,,
Pluteus,B_B16,4,1000ppb,B_plut_b16-0030,29,0.266,0.248,0.213,0.003,,,,,,,,,,,,,,,,,
Pluteus,B_B16,4,1000ppb,B_plut_b16-0035,34,0.252,0.25,0.229,0.004,,,,,,,,,,,,,,,,,
Pluteus,B_B16,4,1000ppb,B_plut_b16-0036,35,0.312,0.304,0.251,0.004,,,,,,,,,,,,,,,,,
Pluteus,B_B16,4,1000ppb,B_plut_b16-0038,37,0.268,0.25,0.23,0.002,,,,,,,,,,,,,,,,,
Pluteus,B_B16,4,1000ppb,B_plut_b16-0039,38,,,,0.004,,,,,,,,,,,,,,,,,
Pluteus,B_B16,4,1000ppb,B_plut_b16-0041,40,0.301,0.291,0.257,0.003,,,,,,,,,,,,,,,,,
Pluteus,B_B16,4,1000ppb,B_plut_b16-0045,44,0.321,0.321,0.258,0.004,,,,,,,,,,,,,,,,,
Pluteus,B_B16,4,1000ppb,B_plut_b16-0046,45,0.284,0.281,0.249,0.004,,,,,,,,,,,,,,,,,
Pluteus,B_B16,4,1000ppb,B_plut_b16-0049,48,0.292,0.29,0.235,0.002,,,,,,,,,,,,,,,,,
Pluteus,B_B16,4,1000ppb,B_plut_b16-0053,52,0.321,0.31,0.279,0.004,,,,,,,,,,,,,,,,,
Pluteus,B_B16,4,1000ppb,B_plut_b16-0054,53,0.27,0.27,0.238,0.004,,,,,,,,,,,,,,,,,
Pluteus,B_B16,4,1000ppb,B_plut_b16-0057,56,0.274,0.269,0.227,0.003,,,,,,,,,,,,,,,,,
Pluteus,B_B16,4,1000ppb,B_plut_b16-0058,57,0.291,0.292,0.261,0.004,,,,,,,,,,,,,,,,,
Pluteus,B_B16,4,1000ppb,B_plut_b16-0059,58,0.305,0.289,0.246,0.003,,,,,,,,,,,,,,,,,
Pluteus,B_B16,4,1000ppb,B_plut_b16-0061,60,0.329,0.317,0.257,0.003,,,,,,,,,,,,,,,,,
Pluteus,B_B16,4,1000ppb,B_plut_b16-0065,65,0.295,0.252,0.248,0.002,,,,,,,,,,,,,,,,,
Pluteus,B_B16,4,1000ppb,B_plut_b16-0071,71,0.315,0.32,0.279,0.005,,,,,,,,,,,,,,,,,
Pluteus,B_B16,4,1000ppb,B_plut_b16-0072,72,0.267,0.271,0.237,0.004,,,,,,,,,,,,,,,,,
Pluteus,B_B16,4,1000ppb,B_plut_b16-0073,73,0.28,0.286,0.232,0.003,,,,,,,,,,,,,,,,,
Pluteus,B_B16,4,1000ppb,B_plut_b16-0074,75,0.291,0.29,0.273,0.004,,,,,,,,,,,,,,,,,
Pluteus,B_B16,4,1000ppb,B_plut_b16-0075,76,0.307,0.301,0.246,0.003,,,,,,,,,,,,,,,,,
Pluteus,B_B16,4,1000ppb,B_plut_b16-0077,78,0.278,0.258,0.228,0.002,,,,,,,,,,,,,,,,,
Pluteus,B_B16,4,1000ppb,B_plut_b16-0079,80,0.296,0.297,0.26,0.004,,,,,,,,,,,,,,,,,
Pluteus,B_B16,4,1000ppb,B_plut_b16-0087,87,0.29,0.296,0.255,0.001,skipped a larvae,,,,,,,,,,,,,,,,
Pluteus,B_B16,4,1000ppb,B_plut_b16-0088,88,0.263,0.26,0.207,0.003,I measured both arms,,,,,,,,,,,,,,,,
Pluteus,B_B16,4,1000ppb,B_plut_b16-0090,90,0.277,0.283,0.248,0.004,,,,,,,,,,,,,,,,,
Pluteus,B_B16,4,1000ppb,B_plut_b16-0093,94,0.327,0.325,0.273,0.004,,,,,,,,,,,,,,,,,
Pluteus,B_B16,4,1000ppb,B_plut_b16-0094,95,0.281,0.289,0.234,0.004,,,,,,,,,,,,,,,,,
Pluteus,B_B16,4,1000ppb,B_plut_b16-0097,98,0.328,0.322,0.269,0.004,,,,,,,,,,,,,,,,,
Pluteus,B_B16,4,1000ppb,B_plut_b16-0098,99,0.256,0.258,0.22,0.002,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
