UniqueCount	AmbigCount
203	0
187	0
0	9
66	0
0	0
13	33
0	0
13	0
3	0
0	0
0	7
4	6
0	0
4	0
0	0
22	106
0	106
0	11
126	289
1	0
0	0
4	0
177	0
144	0
8	0
0	0
0	0
19	1
8	0
22	14
0	5
0	10
61	19
1055	0
0	8
0	0
0	0
180	0
0	0
0	0
8	0
0	0
0	0
0	0
0	0
8	115
0	0
0	0
0	0
0	37
0	0
0	0
0	0
1	0
0	0
0	4
0	3
0	0
0	0
0	0
1	0
35	0
2	0
0	0
0	0
1	0
3	0
1	1
4	0
131	0
0	0
0	0
15	0
2	1
0	0
0	0
0	2
0	17
0	0
0	0
0	2
0	0
8	4
0	0
0	0
0	2
13	0
7995	0
361	0
0	0
11	0
59	0
472	60
0	63
0	15
10	0
4	0
280	0
0	0
23	771
0	0
316	0
5	0
80	46
390	0
0	0
0	3
0	0
2	23
126	22
0	0
1929	0
0	2
0	3
1	0
0	2
4	22
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
12	33
0	0
0	61
0	3
3	2
59	0
1	0
8	0
0	0
3	0
674	0
99	0
0	0
0	3
3	0
12	0
0	0
0	1
0	0
0	0
0	5
47	0
1	3
0	0
0	0
0	2
13	0
1	0
0	0
1	0
0	16
21	0
0	4
0	0
0	0
3	0
0	4
0	45
7	27
0	11
1612	0
0	172
0	0
0	1
2	14
0	0
0	0
1	0
64	187
0	3
0	64
57	0
6	0
0	0
0	4
0	182
0	0
0	0
2	0
2	0
98	0
0	0
0	0
0	0
0	54
0	0
0	6
7	0
7	0
2	0
1	0
0	16
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	4
1	0
18	3
0	1
0	2
0	1
0	0
0	168
10	138
2	245
0	42
0	0
0	1
296	51
22	0
288	0
61	0
1	0
21	0
0	9
0	42
0	0
0	18
6	0
4	0
0	0
20	0
57	451
0	0
0	0
0	0
0	2
0	11
6	0
0	10
0	0
0	0
9	0
18	0
3	2
0	0
0	0
608	173
29	0
0	4
18	0
0	0
0	0
14	93
0	1
0	0
0	7
82	83
1247	0
20	0
0	0
0	0
46	191
0	4
13	0
0	0
0	0
4	2
0	3
0	17
30	0
5	7262
1	227
0	0
4	0
85	40
5	9
5	6
0	2
0	0
0	2
0	6
165	0
3	0
0	4
0	24
0	139
0	2
2	0
0	0
1	0
1	8
122	0
0	0
200	646
6	0
21	0
10	0
0	1
217	15
3	10
0	0
